,info_,location,home prices,room count,m2,age,floor type
0,Satılık Daire,adalar,6200000,3 + 1,130,26,2. Kat
1,Satılık Daire,adalar,7500000,3 + 1,140,30,Bahçe Katı
2,Satılık Daire,adalar,7980000,5 + 1,160,31,Bahçe Katı
3,Satılık Daire,adalar,6250000,4 + 1,170,20,En Üst Kat
4,Satılık Daire,adalar,4600000,4 + 1,140,40,Bahçe Katı
5,Satılık Daire,adalar,9350000,3 + 2,170,35,Ara Kat
6,Satılık Daire,adalar,5000000,3 + 1,140,33,3. Kat
7,Satılık Daire,adalar,2445000,1 + 1,59,36,1. Kat
8,Satılık Daire,adalar,4600000,3 + 1,100,28,Ara Kat
9,Satılık Daire,adalar,5500000,3 + 1,115,30,Ara Kat
10,Satılık Daire,adalar,5900000,3 + 2,150,40,2. Kat
11,Satılık Daire,adalar,6500000,3 + 1,140,49,Çatı Katı
12,Satılık Daire,adalar,6200000,3 + 1,125,40,3. Kat
13,Satılık Daire,adalar,5000000,3 + 1,85,44,Bahçe Katı
14,Satılık Daire,adalar,5449000,4 + 1,160,41,2. Kat
15,Satılık Daire,adalar,3000000,2 + 1,75,30,Bahçe Katı
16,Satılık Daire,adalar,9500000,3 + 1,140,30,2. Kat
17,Satılık Daire,adalar,6500000,3 + 1,140,32,Ara Kat
18,Satılık Daire,adalar,3250000,1 + 1,80,40,Yüksek Giriş
19,Satılık Daire,adalar,5500000,3 + 1,160,25,3. Kat
20,Satılık Daire,adalar,5100000,3 + 1,110,35,2. Kat
21,Satılık Daire,adalar,7500000,3 + 1,120,38,3. Kat
22,Satılık Daire,adalar,4800000,2 + 1,120,32,Yüksek Giriş
23,Satılık Daire,adalar,5750000,3 + 1,160,35,3. Kat
24,Satılık Daire,adalar,7500000,3 + 1,150,35,Ara Kat
25,Satılık Daire,adalar,7900000,3 + 1,150,24,3. Kat
26,Satılık Daire,adalar,3500000,2 + 1,73,52,3. Kat
27,Satılık Daire,adalar,3250000,1 + 1,80,35,Ara Kat
28,Satılık Daire,adalar,10400000,3 + 1,110,2,Ara Kat
29,Satılık Daire,adalar,4250000,3 + 1,135,32,Bahçe Katı
30,Satılık Daire,adalar,7250000,4 + 1,200,31,3. Kat
31,Satılık Daire,adalar,5750000,2 + 1,80,20,2. Kat
32,Satılık Daire,adalar,7600000,3 + 1,120,25,Bahçe Katı
33,Satılık Daire,adalar,4100000,2 + 1,90,30,En Üst Kat
34,Satılık Daire,adalar,5450000,4 + 1,185,51,Ara Kat
35,Satılık Daire,adalar,7500000,4 + 1,173,57,1. Kat
36,Satılık Daire,adalar,6000000,2 + 1,90,35,2. Kat
37,Satılık Daire,adalar,3800000,3 + 1,130,33,Bahçe Katı
38,Satılık Daire,adalar,3500000,2 + 1,100,30,Bahçe Katı
39,Satılık Daire,adalar,4450000,3 + 1,120,35,1. Kat
40,Satılık Daire,adalar,4500000,2 + 1,90,30,Ara Kat
41,Satılık Daire,adalar,8400000,4 + 1,138,31,2. Kat
42,Satılık Daire,adalar,6000000,3 + 1,117,44,Kot 3
43,Satılık Daire,adalar,7200000,4 + 1,160,30,2. Kat
44,Satılık Daire,adalar,4500000,2 + 1,110,35,Bahçe Katı
45,Satılık Daire,adalar,5650000,3 + 1,130,15,Yüksek Giriş
46,Satılık Daire,adalar,6000000,3 + 1,120,35,Ara Kat
47,Satılık Daire,adalar,6500000,3 + 1,110,30,Çatı Katı
48,Satılık Daire,adalar,7450000,3 + 1,130,40,En Üst Kat
49,Satılık Daire,adalar,6500000,3 + 1,110,30,Çatı Katı
50,Satılık Daire,adalar,9950000,2 + 1,148,32,3. Kat
51,Satılık Daire,adalar,4150000,3 + 1,100,35,Bahçe Katı
52,Satılık Daire,adalar,6150000,2 + 1,110,30,2. Kat
53,Satılık Daire,adalar,6875000,3 + 1,135,27,2. Kat
54,Satılık Daire,adalar,6500000,4 + 1,190,44,4. Kat
55,Satılık Daire,adalar,6000000,3 + 1,110,27,Ara Kat
56,Satılık Daire,adalar,6000000,4 + 2,165,25,En Üst Kat
57,Satılık Daire,adalar,5600000,4 + 1,165,30,Ara Kat
58,Satılık Daire,adalar,8000000,4 + 1,175,30,2. Kat
59,Satılık Daire,adalar,5500000,3 + 1,120,30,Ara Kat
60,Satılık Daire,adalar,4950000,2 + 1,120,30,Yüksek Giriş
61,Satılık Daire,adalar,4500000,3 + 1,140,26,2. Kat
62,Satılık Daire,adalar,6500000,3 + 1,91,34,4. Kat
63,Satılık Daire,adalar,3700000,2 + 1,85,25,1. Kat
64,Satılık Daire,adalar,3750000,2 + 1,71,52,3. Kat
65,Satılık Daire,adalar,7800000,3 + 1,160,30,Bahçe Katı
66,Satılık Daire,adalar,7980000,5 + 1,160,35,Bahçe Katı
67,Satılık Daire,adalar,6100000,4 + 1,170,28,Bahçe Katı
68,Satılık Daire,adalar,2750000,1 + 1,65,40,2. Kat
69,Satılık Daire,adalar,5650000,2 + 1,95,30,Yüksek Giriş
70,Satılık Daire,adalar,4300000,5 + 1,120,35,Bahçe Katı
71,Satılık Daire,adalar,6000000,3 + 1,110,1,3. Kat
72,Satılık Daire,adalar,3000000,2 + 1,100,15,1. Kat
73,Satılık Daire,adalar,7800000,3 + 1,115,37,2. Kat
74,Satılık Daire,adalar,3750000,2 + 1,90,40,1. Kat
75,Satılık Daire,adalar,4000000,3 + 2,135,25,3. Kat
76,Satılık Daire,adalar,9900000,3 + 1,120,41,3. Kat
77,Satılık Daire,adalar,2650000,1 + 1,65,30,Bahçe Katı
78,Satılık Daire,adalar,7000000,3 + 1,170,20,Bahçe Katı
79,Satılık Daire,adalar,7500000,4 + 1,160,50,Zemin
80,Satılık Daire,adalar,6200000,3 + 1,118,44,3. Kat
81,Satılık Daire,adalar,2850000,2 + 1,90,35,Bahçe Katı
82,Satılık Daire,adalar,3050000,2 + 1,114,37,1. Kat
83,Satılık Daire,adalar,5500000,3 + 1,130,25,2. Kat
84,Satılık Daire,adalar,4300000,3 + 1,105,34,Ara Kat
85,Satılık Daire,adalar,5000000,3 + 1,115,30,2. Kat
86,Satılık Daire,adalar,4000000,3 + 1,110,31,3. Kat
87,Satılık Daire,adalar,5000000,3 + 1,135,30,3. Kat
88,Satılık Daire,adalar,2500000,2 + 1,90,20,1. Kat
89,Satılık Daire,adalar,4200000,3 + 1,160,31,3. Kat
90,Satılık Daire,adalar,5450000,4 + 1,160,30,Ara Kat
91,Satılık Daire,adalar,5000000,3 + 1,120,30,Yüksek Giriş
92,Satılık Daire,adalar,5000000,3 + 1,110,31,Bahçe Katı
93,Satılık Daire,adalar,8000000,2 + 1,90,32,3. Kat
94,Satılık Daire,adalar,5000000,3 + 1,160,26,Çatı Katı
95,Satılık Daire,adalar,4650000,2 + 1,85,40,Giriş Katı
96,Satılık Daire,adalar,7600000,4 + 1,200,47,Ara Kat
97,Satılık Daire,adalar,3200000,3 + 1,110,31,3. Kat
98,Satılık Daire,adalar,7700000,4 + 2,200,31,3. Kat
99,Satılık Daire,adalar,4150000,3 + 1,98,37,1. Kat
100,Satılık Daire,adalar,5250000,4 + 1,150,2,Bahçe Katı
101,Satılık Daire,adalar,4500000,3 + 1,100,35,Yüksek Giriş
102,Satılık Daire,adalar,4300000,2 + 1,75,40,Yüksek Giriş
103,Satılık Daire,adalar,6250000,2 + 1,95,25,Bahçe Katı
104,Satılık Daire,adalar,8500000,3 + 1,128,16,Bahçe Katı
105,Satılık Daire,adalar,10000000,3 + 1,160,33,2. Kat
106,Satılık Daire,adalar,4200000,3 + 1,145,37,En Üst Kat
107,Satılık Daire,adalar,4350000,2 + 1,110,25,2. Kat
108,Satılık Daire,adalar,6000000,3 + 1,130,40,3. Kat
109,Satılık Daire,adalar,2800000,1 + 1,80,28,2. Kat
110,Satılık Daire,adalar,6100000,4 + 1,170,30,Bahçe Katı
111,Satılık Daire,adalar,5250000,1 + 1,200,50,4. Kat
112,Satılık Daire,adalar,5700000,4 + 2,140,35,1. Kat
113,Satılık Daire,adalar,5950000,3 + 1,140,30,Bahçe Katı
114,Satılık Daire,adalar,5750000,3 + 1,160,28,Yüksek Giriş
115,Satılık Daire,adalar,2250000,1 + 1,60,35,Bahçe Katı
116,Satılık Daire,adalar,3000000,2 + 1,75,35,Ara Kat
117,Satılık Daire,adalar,6500000,4 + 1,160,41,Ara Kat
118,Satılık Daire,adalar,13120000,3 + 1,185,30,3. Kat
119,Satılık Daire,adalar,6250000,4 + 1,160,10,En Üst Kat
120,Satılık Daire,adalar,6550000,3 + 1,140,30,Bahçe Katı
121,Satılık Daire,adalar,2550000,2 + 1,90,31,Zemin
122,Satılık Daire,adalar,4800000,3 + 1,130,30,Giriş Katı
123,Satılık Daire,adalar,3900000,3 + 1,137,30,3. Kat
124,Satılık Daire,adalar,6900000,3 + 2,184,31,Bahçe Katı
125,Satılık Daire,adalar,9500000,3 + 1,130,35,2. Kat
126,Satılık Daire,adalar,5750000,3 + 1,190,35,1. Kat
127,Satılık Daire,adalar,4300000,5 + 1,200,47,Bahçe Katı
128,Satılık Daire,adalar,5750000,3 + 1,200,35,3. Kat
129,Satılık Daire,adalar,4450000,3 + 1,95,30,Ara Kat
130,Satılık Daire,adalar,4500000,2 + 1,105,43,Bahçe Katı
131,Satılık Daire,adalar,5500000,3 + 1,120,30,Bahçe Katı
132,Satılık Daire,adalar,2500000,1 + 1,75,25,Bahçe Katı
133,Satılık Daire,adalar,3500000,2 + 1,100,17,1. Kat
134,Satılık Daire,adalar,4000000,2 + 1,85,30,Bahçe Katı
135,Satılık Daire,adalar,8000000,3 + 2,195,36,1. Kat
136,Satılık Daire,adalar,5400000,2 + 1,90,28,2. Kat
137,Satılık Daire,adalar,10050000,3 + 1,140,30,2. Kat
138,Satılık Daire,adalar,4750000,3 + 1,130,35,Bahçe Katı
139,Satılık Daire,adalar,4500000,3 + 1,150,40,1. Kat
140,Satılık Daire,adalar,4800000,3 + 1,110,31,Bahçe Katı
141,Satılık Daire,adalar,3800000,2 + 1,75,35,Yüksek Giriş
142,Satılık Daire,adalar,5500000,3 + 1,110,27,Bahçe Katı
143,Satılık Daire,adalar,5850000,4 + 1,160,30,2. Kat
144,Satılık Daire,adalar,5500000,2 + 2,170,35,3. Kat
145,Satılık Daire,adalar,5800000,4 + 1,170,21,3. Kat
146,Satılık Daire,adalar,10000000,4 + 1,170,38,Bahçe Katı
147,Satılık Daire,adalar,10000000,3 + 1,120,30,2. Kat
148,Satılık Daire,adalar,4650000,3 + 1,110,38,Bahçe Katı
149,Satılık Daire,adalar,3500000,3 + 1,100,45,Yüksek Giriş
150,Satılık Daire,adalar,5500000,2 + 1,150,40,En Üst Kat
151,Satılık Daire,adalar,8000000,4 + 1,160,30,Ara Kat
152,Satılık Daire,adalar,4900000,3 + 1,140,25,En Üst Kat
153,Satılık Daire,adalar,2750000,2 + 1,90,25,2. Kat
154,Satılık Daire,adalar,3350000,3 + 1,120,31,2. Kat
155,Satılık Daire,adalar,4500000,4 + 1,198,30,4. Kat
156,Satılık Daire,adalar,4000000,3 + 1,95,32,Yüksek Giriş
157,Satılık Daire,adalar,4750000,5 + 1,150,35,Bahçe Katı
158,Satılık Daire,adalar,6300000,3 + 1,165,34,Bahçe Katı
159,Satılık Daire,adalar,7500000,3 + 1,160,30,Villa Katı
160,Satılık Daire,adalar,3200000,2 + 1,80,30,1. Kat
161,Satılık Daire,adalar,10500000,4 + 1,200,35,2. Kat
162,Satılık Daire,adalar,6300000,3 + 1,160,32,Bahçe Katı
163,Satılık Daire,adalar,5900000,5 + 1,140,42,2. Kat
164,Satılık Daire,adalar,6000000,3 + 1,105,32,2. Kat
165,Satılık Daire,adalar,4800000,3 + 1,140,40,Bahçe Katı
166,Satılık Daire,adalar,5800000,3 + 1,120,31,3. Kat
167,Satılık Daire,adalar,9600000,3 + 1,140,50,Yüksek Giriş
168,Satılık Daire,adalar,4750000,3 + 1,125,34,Yüksek Giriş
169,Satılık Daire,adalar,7500000,5 + 1,200,25,En Üst Kat
170,Satılık Daire,adalar,8000000,3 + 2,195,36,Giriş Katı
171,Satılık Daire,adalar,6000000,3 + 1,95,35,Bahçe Katı
172,Satılık Daire,adalar,4500000,3 + 1,110,50,Villa Katı
173,Satılık Daire,adalar,6000000,3 + 1,82,35,1. Kat
174,Satılık Daire,adalar,7500000,3 + 1,130,25,Bahçe Katı
175,Satılık Daire,adalar,8000000,3 + 2,195,36,Giriş Katı
176,Satılık Daire,adalar,5000000,3 + 1,125,35,En Üst Kat
177,Satılık Daire,adalar,5250000,3 + 1,150,40,Yüksek Giriş
178,Satılık Daire,adalar,6600000,3 + 1,120,15,4. Kat
179,Satılık Daire,adalar,8800000,4 + 1,175,55,1. Kat
180,Satılık Daire,adalar,6600000,2 + 1,120,22,Bahçe Katı
181,Satılık Daire,adalar,5200000,3 + 1,150,34,3. Kat
182,Satılık Daire,adalar,5750000,4 + 1,200,35,Bahçe Katı
183,Satılık Daire,adalar,5500000,3 + 1,120,24,Zemin
184,Satılık Daire,adalar,4500000,3 + 1,180,34,3. Kat
185,Satılık Daire,adalar,3500000,2 + 1,80,30,1. Kat
186,Satılık Daire,adalar,5250000,3 + 1,125,43,Yüksek Giriş
187,Satılık Daire,adalar,5800000,3 + 1,150,31,3. Kat
188,Satılık Daire,adalar,5000000,3 + 1,115,36,Giriş Katı
189,Satılık Daire,adalar,5000000,3 + 1,150,25,En Üst Kat
190,Satılık Daire,adalar,4500000,2 + 1,110,34,Bahçe Katı
191,Satılık Daire,adalar,4500000,2 + 1,90,30,3. Kat
192,Satılık Daire,adalar,8000000,4 + 1,165,34,Bahçe Katı
193,Satılık Daire,adalar,4900000,3 + 1,130,28,3. Kat
194,Satılık Daire,adalar,7599000,2 + 1,100,40,Bahçe Katı
195,Satılık Daire,adalar,4800000,3 + 1,130,40,Bahçe Katı
196,Satılık Daire,adalar,4750000,3 + 1,130,29,3. Kat
197,Satılık Daire,adalar,6000000,3 + 1,110,25,Giriş Katı
198,Satılık Daire,adalar,5000000,3 + 1,108,35,2. Kat
199,Satılık Daire,adalar,5750000,3 + 1,100,20,Bahçe Katı
200,Satılık Daire,adalar,5500000,3 + 1,115,33,2. Kat
201,Satılık Daire,adalar,2750000,2 + 1,100,30,2. Kat
202,Satılık Daire,adalar,8500000,3 + 1,160,25,2. Kat
203,Satılık Daire,adalar,4850000,2 + 1,100,28,Ara Kat
204,Satılık Daire,adalar,3150000,2 + 1,70,25,Bahçe Katı
205,Satılık Daire,adalar,5000000,3 + 1,120,30,2. Kat
206,Satılık Daire,adalar,5450000,4 + 1,160,41,2. Kat
207,Satılık Daire,adalar,4500000,3 + 1,110,25,En Üst Kat
208,Satılık Daire,adalar,3900000,3 + 1,137,31,3. Kat
209,Satılık Daire,adalar,8400000,3 + 1,125,33,Bahçe Katı
210,Satılık Daire,adalar,4500000,4 + 1,198,31,4. Kat
211,Satılık Daire,adalar,8500000,3 + 1,120,24,2. Kat
212,Satılık Daire,adalar,8500000,3 + 1,150,24,2. Kat
213,Satılık Daire,adalar,2900000,1 + 1,60,34,Kot 1
214,Satılık Daire,adalar,4500000,4 + 1,198,40,En Üst Kat
215,Satılık Daire,arnavutkoy,2950000,3 + 1,135,20,Ara Kat
216,Satılık Daire,arnavutkoy,1950000,2 + 1,85,0,Yüksek Giriş
217,Satılık Daire,arnavutkoy,1750000,1 + 1,66,5,11. Kat
218,Satılık Daire,arnavutkoy,2050000,2 + 1,100,0,Ara Kat
219,Satılık Daire,arnavutkoy,3150000,3 + 5,190,1,Çatı Katı
220,Satılık Daire,arnavutkoy,1815000,2 + 1,95,0,Ara Kat
221,Satılık Daire,arnavutkoy,1500000,2 + 1,80,0,2. Kat
222,Satılık Daire,arnavutkoy,2975000,3 + 1,95,0,Ara Kat
223,Satılık Daire,arnavutkoy,1595000,2 + 1,80,1,1. Kat
224,Satılık Daire,arnavutkoy,2600000,2 + 1,100,0,Ara Kat
225,Satılık Daire,arnavutkoy,2950000,4 + 2,180,3,5. Kat
226,Satılık Daire,arnavutkoy,3850000,4 + 2,200,0,En Üst Kat
227,Satılık Daire,arnavutkoy,1400000,2 + 1,135,0,Yüksek Giriş
228,Satılık Daire,arnavutkoy,1200000,2 + 1,110,6,Bahçe Katı
229,Satılık Daire,arnavutkoy,4350000,2 + 1,130,0,5. Kat
230,Satılık Daire,arnavutkoy,1750000,2 + 1,90,5,2. Kat
231,Satılık Daire,arnavutkoy,1950000,2 + 1,85,8,4. Kat
232,Satılık Daire,arnavutkoy,1400000,1 + 1,60,3,Yüksek Giriş
233,Satılık Daire,arnavutkoy,1325000,2 + 1,100,4,Yüksek Giriş
234,Satılık Daire,arnavutkoy,2350000,4 + 1,140,0,5. Kat
235,Satılık Daire,arnavutkoy,1750000,2 + 1,100,7,4. Kat
236,Satılık Daire,arnavutkoy,1800000,2 + 1,115,0,1. Kat
237,Satılık Daire,arnavutkoy,2100000,2 + 1,95,11,3. Kat
238,Satılık Daire,arnavutkoy,3000000,3 + 2,200,7,En Üst Kat
239,Satılık Daire,arnavutkoy,2250000,3 + 1,115,9,Bahçe Katı
240,Satılık Daire,arnavutkoy,2700000,1 + 1,100,0,3. Kat
241,Satılık Daire,arnavutkoy,1460000,3 + 1,130,7,Kot 1
242,Satılık Daire,arnavutkoy,1985000,3 + 1,140,1,Yarı Bodrum
243,Satılık Daire,arnavutkoy,1570000,2 + 1,84,6,2. Kat
244,Satılık Daire,arnavutkoy,1450000,2 + 1,100,0,Bodrum ve Zemin
245,Satılık Daire,arnavutkoy,1350000,2 + 1,100,0,Yüksek Giriş
246,Satılık Daire,arnavutkoy,1965000,3 + 2,160,2,4. Kat
247,Satılık Daire,arnavutkoy,1750000,2 + 1,85,5,1. Kat
248,Satılık Daire,arnavutkoy,3050000,4 + 1,185,0,4. Kat
249,Satılık Daire,arnavutkoy,6250000,2 + 1,102,0,2. Kat
250,Satılık Daire,arnavutkoy,1750000,2 + 1,120,0,Giriş Katı
251,Satılık Daire,arnavutkoy,1200000,2 + 1,90,5,Giriş Katı
252,Satılık Daire,arnavutkoy,2100000,3 + 1,120,8,2. Kat
253,Satılık Daire,arnavutkoy,2200000,3 + 1,125,1,1. Kat
254,Satılık Daire,arnavutkoy,1160000,2 + 1,90,0,Yüksek Giriş
255,Satılık Daire,arnavutkoy,2600000,3 + 2,180,4,En Üst Kat
256,Satılık Daire,arnavutkoy,1850000,2 + 1,100,0,2. Kat
257,Satılık Daire,arnavutkoy,1850000,2 + 1,100,0,Ara Kat
258,Satılık Daire,arnavutkoy,4500000,2 + 1,115,0,1. Kat
259,Satılık Daire,arnavutkoy,1800000,2 + 1,95,0,Kot 1
260,Satılık Daire,arnavutkoy,2200000,2 + 1,95,0,1. Kat
261,Satılık Daire,arnavutkoy,2000000,3 + 1,140,15,En Üst Kat
262,Satılık Daire,arnavutkoy,1450000,2 + 1,130,0,Yüksek Giriş
263,Satılık Daire,arnavutkoy,1450000,2 + 1,130,0,Yüksek Giriş
264,Satılık Daire,arnavutkoy,1850000,2 + 1,100,0,Yüksek Giriş
265,Satılık Daire,arnavutkoy,1850000,2 + 1,110,4,3. Kat
266,Satılık Daire,arnavutkoy,2990000,4 + 1,185,0,5. Kat
267,Satılık Daire,arnavutkoy,1390000,2 + 1,75,12,2. Kat
268,Satılık Daire,arnavutkoy,1690000,2 + 1,120,7,1. Kat
269,Satılık Daire,arnavutkoy,2300000,3 + 1,110,0,1. Kat
270,Satılık Daire,arnavutkoy,1350000,3 + 1,115,3,Yüksek Giriş
271,Satılık Daire,arnavutkoy,2250000,3 + 1,135,20,Yüksek Giriş
272,Satılık Daire,arnavutkoy,2250000,2 + 1,115,7,14. Kat
273,Satılık Daire,arnavutkoy,1500000,2 + 1,80,0,2. Kat
274,Satılık Daire,arnavutkoy,1850000,2 + 1,90,0,Ara Kat
275,Satılık Daire,arnavutkoy,1650000,2 + 1,95,0,Yüksek Giriş
276,Satılık Daire,arnavutkoy,1765000,2 + 1,90,0,1. Kat
277,Satılık Daire,arnavutkoy,2899000,2 + 1,119,0,Zemin
278,Satılık Daire,arnavutkoy,2800000,2 + 1,110,0,Ara Kat
279,Satılık Daire,arnavutkoy,1550000,1 + 1,60,5,10. Kat
280,Satılık Daire,arnavutkoy,2850000,3 + 1,140,11,Yüksek Giriş
281,Satılık Daire,arnavutkoy,2150000,2 + 1,98,0,Ara Kat
282,Satılık Daire,arnavutkoy,3150000,4 + 2,190,0,En Üst Kat
283,Satılık Daire,arnavutkoy,2600000,3 + 1,130,1,Bahçe Katı
284,Satılık Daire,arnavutkoy,781000,1 + 1,65,5,Bodrum
285,Satılık Daire,arnavutkoy,1085000,2 + 1,95,2,Bahçe Katı
286,Satılık Daire,arnavutkoy,1750000,2 + 1,85,0,2. Kat
287,Satılık Daire,arnavutkoy,2680000,4 + 2,210,0,4. Kat
288,Satılık Daire,arnavutkoy,1610000,3 + 1,110,0,Bodrum
289,Satılık Daire,arnavutkoy,1690000,2 + 1,90,4,Kot 3
290,Satılık Daire,arnavutkoy,1050000,2 + 1,95,14,Bodrum
291,Satılık Daire,arnavutkoy,2250000,2 + 1,140,5,Yüksek Giriş
292,Satılık Daire,arnavutkoy,2850000,3 + 2,160,3,Bahçe Katı
293,Satılık Daire,arnavutkoy,2250000,3 + 1,105,0,Kot 2
294,Satılık Daire,arnavutkoy,2999000,6 + 2,200,0,Çatı Katı
295,Satılık Daire,arnavutkoy,2250000,2 + 1,100,4,Ara Kat
296,Satılık Daire,arnavutkoy,1995000,2 + 2,180,2,Yüksek Giriş
297,Satılık Daire,arnavutkoy,2250000,2 + 1,84,5,4. Kat
298,Satılık Daire,arnavutkoy,2925000,3 + 1,125,12,Ara Kat
299,Satılık Daire,arnavutkoy,2500000,3 + 1,122,0,1. Kat
300,Satılık Daire,arnavutkoy,3200000,3 + 1,145,11,Kot 1
301,Satılık Daire,arnavutkoy,1725000,2 + 1,100,8,Yüksek Giriş
302,Satılık Daire,arnavutkoy,2200000,3 + 1,125,4,1. Kat
303,Satılık Daire,arnavutkoy,2500000,2 + 1,85,12,4. Kat
304,Satılık Daire,arnavutkoy,2800000,4 + 2,165,0,3. Kat
305,Satılık Daire,arnavutkoy,2300000,2 + 1,110,2,2. Kat
306,Satılık Daire,arnavutkoy,1900000,2 + 1,100,0,Ara Kat
307,Satılık Daire,arnavutkoy,2200000,2 + 1,200,5,Yarı Bodrum
308,Satılık Daire,arnavutkoy,1250000,2 + 1,75,4,Yüksek Giriş
309,Satılık Daire,arnavutkoy,2350000,4 + 2,160,0,3. Kat
310,Satılık Daire,arnavutkoy,2450000,2 + 1,100,0,1. Kat
311,Satılık Daire,arnavutkoy,1575000,2 + 1,90,5,3. Kat
312,Satılık Daire,arnavutkoy,1750000,2 + 1,85,0,Ara Kat
313,Satılık Daire,arnavutkoy,3150000,3 + 1,115,10,1. Kat
314,Satılık Daire,arnavutkoy,2400000,3 + 1,120,4,Ara Kat
315,Satılık Daire,arnavutkoy,1750000,3 + 2,110,0,4. Kat
316,Satılık Daire,arnavutkoy,3800000,4 + 1,160,6,3. Kat
317,Satılık Daire,arnavutkoy,1750000,2 + 1,90,0,Ara Kat
318,Satılık Daire,arnavutkoy,1999999,3 + 1,130,4,Ara Kat
319,Satılık Daire,arnavutkoy,3000000,4 + 1,200,5,Çatı Katı
320,Satılık Daire,arnavutkoy,3500000,4 + 2,185,0,4. Kat
321,Satılık Daire,arnavutkoy,2750000,4 + 2,180,0,Çatı Katı
322,Satılık Daire,arnavutkoy,2400000,3 + 1,160,15,Ara Kat
323,Satılık Daire,arnavutkoy,1750000,2 + 1,130,4,1. Kat
324,Satılık Daire,arnavutkoy,1365000,2 + 1,95,0,1. Kat
325,Satılık Daire,arnavutkoy,1250000,2 + 1,95,0,Giriş Katı
326,Satılık Daire,arnavutkoy,1800000,2 + 1,90,0,2. Kat
327,Satılık Daire,arnavutkoy,1345000,2 + 1,95,4,Yüksek Giriş
328,Satılık Daire,arnavutkoy,1725000,2 + 2,120,0,Yüksek Giriş
329,Satılık Daire,arnavutkoy,1120000,2 + 1,95,0,Zemin
330,Satılık Daire,arnavutkoy,1450000,3 + 1,130,9,3. Kat
331,Satılık Daire,arnavutkoy,3150000,3 + 1,143,16,1. Kat
332,Satılık Daire,arnavutkoy,1800000,2 + 1,100,0,1. Kat
333,Satılık Daire,arnavutkoy,2350000,3 + 2,140,0,4. Kat
334,Satılık Daire,arnavutkoy,2450000,2 + 1,85,3,Zemin
335,Satılık Daire,arnavutkoy,2750000,3 + 1,170,2,Teras Katı
336,Satılık Daire,arnavutkoy,2390000,2 + 1,85,7,4. Kat
337,Satılık Daire,arnavutkoy,1720000,2 + 1,90,0,1. Kat
338,Satılık Daire,arnavutkoy,1450000,2 + 1,110,12,Kot 1
339,Satılık Daire,arnavutkoy,2200000,3 + 3,115,4,Yüksek Giriş
340,Satılık Daire,arnavutkoy,1250000,2 + 2,100,4,Yüksek Giriş
341,Satılık Daire,arnavutkoy,1460000,2 + 1,120,0,Zemin
342,Satılık Daire,arnavutkoy,3500000,3 + 1,144,11,5. Kat
343,Satılık Daire,arnavutkoy,1450000,2 + 1,95,12,Yüksek Giriş
344,Satılık Daire,arnavutkoy,3950000,3 + 1,120,1,Giriş Katı
345,Satılık Daire,arnavutkoy,2650000,4 + 2,200,0,3. Kat
346,Satılık Daire,arnavutkoy,1550000,3 + 1,120,0,Bahçe Katı
347,Satılık Daire,arnavutkoy,1600000,3 + 1,102,0,3. Kat
348,Satılık Daire,arnavutkoy,3050000,4 + 2,210,0,5. Kat
349,Satılık Daire,arnavutkoy,2750000,4 + 2,190,3,En Üst Kat
350,Satılık Daire,arnavutkoy,1650000,2 + 1,84,4,5. Kat
351,Satılık Daire,arnavutkoy,2800000,4 + 1,170,0,3. Kat
352,Satılık Daire,arnavutkoy,1750000,3 + 1,135,5,1. Kat
353,Satılık Daire,arnavutkoy,3600000,3 + 1,140,5,Bahçe Katı
354,Satılık Daire,arnavutkoy,2650000,4 + 2,180,0,Ara Kat
355,Satılık Daire,arnavutkoy,2190000,4 + 2,180,0,En Üst Kat
356,Satılık Daire,arnavutkoy,1650000,2 + 1,90,4,Yüksek Giriş
357,Satılık Daire,arnavutkoy,1750000,5 + 2,165,5,En Üst Kat
358,Satılık Daire,arnavutkoy,4500000,4 + 1,200,0,Ara Kat
359,Satılık Daire,arnavutkoy,1350000,3 + 1,135,7,Teras Katı
360,Satılık Daire,arnavutkoy,1700000,3 + 1,150,0,Giriş Katı
361,Satılık Daire,arnavutkoy,1400000,3 + 1,143,10,Ara Kat
362,Satılık Daire,arnavutkoy,960000,2 + 1,85,10,Bahçe Katı
363,Satılık Daire,arnavutkoy,2500000,4 + 2,160,0,En Üst Kat
364,Satılık Daire,arnavutkoy,2565000,3 + 2,160,0,4. Kat
365,Satılık Daire,arnavutkoy,1050000,2 + 1,95,5,Bodrum
366,Satılık Daire,arnavutkoy,2300000,2 + 1,98,0,1. Kat
367,Satılık Daire,arnavutkoy,2930000,2 + 1,97,0,Zemin
368,Satılık Daire,arnavutkoy,690000,1 + 1,60,12,Bahçe Katı
369,Satılık Daire,arnavutkoy,1600000,2 + 1,85,5,2. Kat
370,Satılık Daire,arnavutkoy,1250000,2 + 1,95,0,Giriş Katı
371,Satılık Daire,arnavutkoy,1300000,2 + 1,100,21,1. Kat
372,Satılık Daire,arnavutkoy,1650000,2 + 1,115,20,Ara Kat
373,Satılık Daire,arnavutkoy,1600000,2 + 1,90,0,2. Kat
374,Satılık Daire,arnavutkoy,1600000,2 + 1,90,0,Ara Kat
375,Satılık Daire,arnavutkoy,2600000,4 + 2,185,0,3. Kat
376,Satılık Daire,arnavutkoy,1600,2 + 1,95,5,Ara Kat
377,Satılık Daire,arnavutkoy,1900000,3 + 1,98,0,1. Kat
