,info_,location,home prices,room count,m2,age,floor type
5463,Satılık Daire,basaksehir,6400000,3 + 1,180,11,7. Kat
5464,Satılık Daire,basaksehir,4500000,2 + 1,106,0,2. Kat
5465,Satılık Daire,basaksehir,2840000,3 + 1,165,20,3. Kat
5466,Satılık Daire,basaksehir,1700000,1 + 1,82,0,7. Kat
5467,Satılık Daire,basaksehir,3000000,3 + 1,160,0,10. Kat
5468,Satılık Daire,basaksehir,5800000,3 + 1,145,0,7. Kat
5469,Satılık Daire,basaksehir,3100000,2 + 1,136,7,9. Kat
5470,Satılık Daire,basaksehir,3050000,2 + 1,108,5,Giriş Katı
5471,Satılık Residence,basaksehir,2975000,1 + 1,85,7,11. Kat
5472,Satılık Daire,basaksehir,4200000,3 + 1,155,5,En Üst Kat
5473,Satılık Daire,basaksehir,5050000,3 + 1,159,9,20. Kat
5474,Satılık Daire,basaksehir,3300000,2 + 1,120,7,15. Kat
5475,Satılık Daire,basaksehir,1399000,2 + 1,110,0,Yüksek Giriş
5476,Satılık Daire,basaksehir,3100000,3 + 1,120,11,Yüksek Giriş
5477,Satılık Daire,basaksehir,2274000,3 + 2,180,1,4. Kat
5478,Satılık Daire,basaksehir,9475000,4 + 1,189,5,2. Kat
5479,Satılık Daire,basaksehir,12500000,4 + 1,211,4,4. Kat
5480,Satılık Daire,basaksehir,1800000,2 + 1,130,0,7. Kat
5481,Satılık Daire,basaksehir,5500000,3 + 1,154,5,Yüksek Giriş
5482,Satılık Daire,basaksehir,2250,2 + 1,85,10,12. Kat
5483,Satılık Daire,basaksehir,1750000,2 + 1,100,0,5. Kat
5484,Satılık Daire,basaksehir,1400000,2 + 1,105,3,Bahçe Katı
5485,Satılık Daire,basaksehir,2000000,2 + 1,75,11,2. Kat
5486,Satılık Daire,basaksehir,6900000,4 + 1,198,17,Ara Kat
5487,Satılık Daire,basaksehir,1770000,1 + 1,70,10,14. Kat
5488,Satılık Daire,basaksehir,3550000,2 + 1,125,0,19. Kat
5489,Satılık Residence,basaksehir,2560000,2 + 1,122,0,Ara Kat
5490,Satılık Daire,basaksehir,1800000,2 + 1,100,0,10. Kat
5491,Satılık Daire,basaksehir,3700000,2 + 1,114,5,9. Kat
5492,Satılık Daire,basaksehir,800000,1 + 1,82,1,Ara Kat
5493,Satılık Daire,basaksehir,1250000,2 + 1,95,7,2. Kat
5494,Satılık Daire,basaksehir,2700000,2 + 1,130,0,9. Kat
5495,Satılık Daire,basaksehir,2850000,2 + 1,110,5,6. Kat
5496,Satılık Daire,basaksehir,1249000,2 + 1,100,0,Yüksek Giriş
5497,Satılık Daire,basaksehir,4750000,3 + 1,167,3,7. Kat
5498,Satılık Daire,basaksehir,1600000,2 + 1,100,0,Ara Kat
5499,Satılık Daire,basaksehir,1550000,2 + 1,90,0,1. Kat
5500,Satılık Daire,basaksehir,5749000,3 + 1,161,2,8. Kat
5501,Satılık Daire,basaksehir,3290000,2 + 1,95,11,10. Kat
5502,Satılık Daire,basaksehir,3440000,3 + 1,128,4,4. Kat
5503,Satılık Daire,basaksehir,1815000,2 + 1,110,1,1. Kat
5504,Satılık Daire,basaksehir,5150000,3 + 1,175,21,5. Kat
5505,Satılık Daire,basaksehir,2890000,3 + 1,165,20,1. Kat
5506,Satılık Daire,basaksehir,3000000,2 + 1,86,11,1. Kat
5507,Satılık Daire,basaksehir,2999000,1 + 1,85,0,17. Kat
5508,Satılık Daire,basaksehir,1512000,1 + 1,72,0,Ara Kat
5509,Satılık Daire,basaksehir,1800000,1 + 1,85,0,8. Kat
5510,Satılık Daire,basaksehir,2475000,2 + 1,127,0,8. Kat
5511,Satılık Daire,basaksehir,3200000,2 + 1,117,6,19. Kat
5512,Satılık Daire,basaksehir,3400000,2 + 1,120,10,15. Kat
5513,Satılık Daire,basaksehir,3300000,2 + 1,119,3,16. Kat
5514,Satılık Daire,basaksehir,8200000,4 + 1,195,12,1. Kat
5515,Satılık Daire,basaksehir,4200000,3 + 1,130,17,Yüksek Giriş
5516,Satılık Daire,basaksehir,3549000,3 + 1,118,12,7. Kat
5517,Satılık Daire,basaksehir,4300000,3 + 1,149,21,7. Kat
5518,Satılık Daire,basaksehir,3600000,3 + 1,118,4,12. Kat
5519,Satılık Daire,basaksehir,3700000,3 + 1,135,16,Yüksek Giriş
5520,Satılık Daire,basaksehir,5250000,3 + 1,125,2,Ara Kat
5521,Satılık Daire,basaksehir,2000000,2 + 1,68,20,3. Kat
5522,Satılık Daire,basaksehir,3100000,3 + 1,160,0,10. Kat
5523,Satılık Daire,basaksehir,3950000,2 + 1,90,13,Bahçe Katı
5524,Satılık Daire,basaksehir,3400000,3 + 1,127,1,1. Kat
5525,Satılık Daire,basaksehir,2599000,3 + 1,160,20,4. Kat
5526,Satılık Daire,basaksehir,2750000,2 + 1,95,21,1. Kat
5527,Satılık Daire,basaksehir,1775000,2 + 1,100,4,1. Kat
5528,Satılık Daire,basaksehir,1999999,2 + 1,118,0,5. Kat
5529,Satılık Daire,basaksehir,1300000,1 + 1,65,0,5. Kat
5530,Satılık Daire,basaksehir,3500000,1 + 1,90,5,8. Kat
5531,Satılık Daire,basaksehir,4950000,2 + 1,110,5,1. Kat
5532,Satılık Daire,basaksehir,1890000,2 + 1,90,0,Ara Kat
5533,Satılık Daire,basaksehir,2400000,2 + 1,110,0,Ara Kat
5534,Satılık Daire,basaksehir,4350000,3 + 1,145,8,2. Kat
5535,Satılık Daire,basaksehir,7150000,2 + 1,140,7,13. Kat
5536,Satılık Daire,basaksehir,3575000,2 + 1,137,0,8. Kat
5537,Satılık Daire,basaksehir,8350000,3 + 1,197,5,6. Kat
5538,Satılık Daire,basaksehir,2345000,1 + 1,90,5,5. Kat
5539,Satılık Daire,basaksehir,6550000,3 + 1,154,11,7. Kat
5540,Satılık Daire,basaksehir,1769000,2 + 1,120,0,3. Kat
5541,Satılık Daire,basaksehir,5650000,4 + 1,202,4,21 ve üzeri
5542,Satılık Daire,basaksehir,8200000,4 + 1,195,5,1. Kat
5543,Satılık Daire,basaksehir,5150000,2 + 1,86,0,15. Kat
5544,Satılık Daire,basaksehir,7490000,4 + 1,205,4,14. Kat
5545,Satılık Daire,basaksehir,2800000,2 + 1,105,6,6. Kat
5546,Satılık Daire,basaksehir,1445000,2 + 1,90,0,Yüksek Giriş
5547,Satılık Daire,basaksehir,4800000,2 + 1,106,0,2. Kat
5548,Satılık Daire,basaksehir,5599999,3 + 1,143,6,9. Kat
5549,Satılık Daire,basaksehir,2100000,1 + 1,77,3,20. Kat
5550,Satılık Daire,basaksehir,1890000,2 + 1,90,0,Ara Kat
5551,Satılık Daire,basaksehir,1150000,1 + 1,90,4,5. Kat
5552,Satılık Daire,basaksehir,1175000,2 + 1,85,4,Bahçe Katı
5553,Satılık Daire,basaksehir,1790000,2 + 1,100,3,2. Kat
5554,Satılık Daire,basaksehir,2650000,2 + 1,135,16,11. Kat
5555,Satılık Daire,basaksehir,2300000,2 + 1,75,5,8. Kat
5556,Satılık Daire,basaksehir,1774000,3 + 1,120,0,Ara Kat
5557,Satılık Daire,basaksehir,3200000,1 + 1,95,8,Bahçe Katı
5558,Satılık Daire,basaksehir,1514000,3 + 1,100,0,Yüksek Giriş
5559,Satılık Daire,basaksehir,2990000,3 + 1,165,15,Yüksek Giriş
5560,Satılık Daire,basaksehir,2150000,1 + 1,70,2,2. Kat
5561,Satılık Daire,basaksehir,3000000,2 + 1,100,14,Yüksek Giriş
5562,Satılık Daire,basaksehir,1900000,2 + 1,105,0,Giriş Katı
5563,Satılık Daire,basaksehir,2200000,2 + 1,118,0,7. Kat
5564,Satılık Daire,basaksehir,2400000,2 + 1,85,20,2. Kat
5565,Satılık Daire,basaksehir,3850000,3 + 1,138,17,4. Kat
5566,Satılık Daire,basaksehir,1600000,1 + 1,80,0,Ara Kat
5567,Satılık Daire,basaksehir,4550000,3 + 1,155,11,12. Kat
5568,Satılık Daire,basaksehir,800000,2 + 1,100,0,5. Kat
5569,Satılık Daire,basaksehir,5400000,2 + 1,120,4,4. Kat
5570,Satılık Daire,basaksehir,1975000,1 + 1,70,3,Ara Kat
5571,Satılık Daire,basaksehir,1950000,1 + 1,75,15,7. Kat
5572,Satılık Daire,basaksehir,3000000,3 + 1,118,11,Yüksek Giriş
5573,Satılık Daire,basaksehir,1690000,2 + 1,110,0,Bahçe Katı
5574,Satılık Daire,basaksehir,2285000,3 + 1,130,0,2. Kat
5575,Satılık Daire,basaksehir,1850000,2 + 1,68,10,Ara Kat
5576,Satılık Daire,basaksehir,3050000,2 + 1,105,5,Bahçe Katı
5577,Satılık Daire,basaksehir,8000000,4 + 1,202,4,5. Kat
5578,Satılık Daire,basaksehir,5900000,4 + 1,202,4,21 ve üzeri
5579,Satılık Daire,basaksehir,910000,1 + 1,55,5,Yüksek Giriş
5580,Satılık Daire,basaksehir,2650000,3 + 1,115,15,1. Kat
5581,Satılık Daire,basaksehir,1000000,1 + 1,58,7,Giriş Katı
5582,Satılık Daire,basaksehir,3050000,1 + 1,78,11,16. Kat
5583,Satılık Daire,basaksehir,899000,1 + 1,80,5,Yüksek Giriş
5584,Satılık Daire,basaksehir,3400000,2 + 1,135,4,Bahçe Katı
5585,Satılık Daire,basaksehir,2120000,1 + 1,75,1,Giriş Katı
5586,Satılık Daire,basaksehir,3500000,3 + 1,130,26,1. Kat
5587,Satılık Daire,basaksehir,4300000,3 + 1,140,16,6. Kat
5588,Satılık Daire,basaksehir,5700000,3 + 1,143,11,15. Kat
5589,Satılık Daire,basaksehir,2100000,1 + 1,72,1,11. Kat
5590,Satılık Daire,basaksehir,2149000,3 + 1,140,2,2. Kat
5591,Satılık Daire,basaksehir,6250000,2 + 1,125,1,1. Kat
5592,Satılık Daire,basaksehir,2525000,3 + 1,130,0,3. Kat
5593,Satılık Daire,basaksehir,2030000,2 + 1,84,0,2. Kat
5594,Satılık Daire,basaksehir,5800000,3 + 1,180,21,5. Kat
5595,Satılık Residence,basaksehir,3900000,2 + 1,140,2,21 ve üzeri
5596,Satılık Daire,basaksehir,2750000,5 + 1,140,6,4. Kat
5597,Satılık Daire,basaksehir,8000000,3 + 1,210,4,Ara Kat
5598,Satılık Daire,basaksehir,4950000,2 + 1,98,0,10. Kat
5599,Satılık Daire,basaksehir,8500000,3 + 1,190,12,2. Kat
5600,Satılık Daire,basaksehir,3500000,1 + 1,80,15,5. Kat
5601,Satılık Daire,basaksehir,4150000,3 + 1,145,0,2. Kat
5602,Satılık Daire,basaksehir,2075000,3 + 1,115,0,1. Kat
5603,Satılık Daire,basaksehir,2689000,3 + 1,130,0,1. Kat
5604,Satılık Daire,basaksehir,1770000,2 + 1,110,0,1. Kat
5605,Satılık Daire,basaksehir,3850000,3 + 1,135,2,7. Kat
5606,Satılık Daire,basaksehir,3750000,3 + 1,165,20,3. Kat
5607,Satılık Daire,basaksehir,4450000,3 + 1,135,16,8. Kat
5608,Satılık Daire,basaksehir,2500000,2 + 1,105,12,Yüksek Giriş
5609,Satılık Daire,basaksehir,7000000,3 + 1,151,10,Ara Kat
5610,Satılık Daire,basaksehir,650000,1 + 1,79,11,21 ve üzeri
5611,Satılık Daire,basaksehir,1885000,2 + 1,100,4,2. Kat
5612,Satılık Daire,basaksehir,5250000,4 + 1,202,6,Ara Kat
5613,Satılık Daire,basaksehir,5390000,3 + 1,130,2,5. Kat
5614,Satılık Daire,basaksehir,5250000,3 + 1,160,4,2. Kat
5615,Satılık Daire,basaksehir,4800000,3 + 1,140,5,2. Kat
5616,Satılık Daire,basaksehir,2250000,2 + 1,69,5,1. Kat
5617,Satılık Daire,basaksehir,6250000,3 + 1,142,0,1. Kat
5618,Satılık Daire,basaksehir,2990000,2 + 1,85,5,9. Kat
5619,Satılık Daire,basaksehir,3400000,2 + 1,105,8,Ara Kat
5620,Satılık Daire,basaksehir,6000000,3 + 1,120,12,Bahçe Katı
5621,Satılık Daire,basaksehir,2200000,2 + 1,79,4,Yüksek Giriş
5622,Satılık Daire,basaksehir,3450000,2 + 1,108,3,7. Kat
5623,Satılık Daire,basaksehir,3610000,4 + 1,170,13,Ara Kat
5624,Satılık Daire,basaksehir,1939000,3 + 1,148,0,Ara Kat
5625,Satılık Daire,basaksehir,3100000,1 + 1,90,13,1. Kat
5626,Satılık Daire,basaksehir,2800000,2 + 1,110,4,10. Kat
5627,Satılık Daire,basaksehir,2750000,2 + 1,95,11,5. Kat
5628,Satılık Daire,basaksehir,2099000,3 + 1,135,0,6. Kat
5629,Satılık Daire,basaksehir,6800000,4 + 1,200,5,17. Kat
5630,Satılık Daire,basaksehir,3100000,2 + 1,100,0,Ara Kat
5631,Satılık Daire,basaksehir,3750000,3 + 1,123,20,1. Kat
5632,Satılık Daire,basaksehir,4650000,3 + 1,140,21,10. Kat
5633,Satılık Daire,basaksehir,3750000,3 + 1,125,0,9. Kat
5634,Satılık Daire,basaksehir,2300000,2 + 1,85,12,Ara Kat
5635,Satılık Daire,basaksehir,2710000,2 + 1,83,4,3. Kat
5636,Satılık Daire,basaksehir,2550000,2 + 1,85,11,10. Kat
5637,Satılık Daire,basaksehir,989000,2 + 1,100,2,Bahçe Katı
5638,Satılık Residence,basaksehir,2725000,1 + 1,52,1,Zemin
5639,Satılık Daire,basaksehir,7250000,3 + 1,196,3,5. Kat
5640,Satılık Daire,basaksehir,2030000,1 + 1,64,4,Ara Kat
5641,Satılık Daire,basaksehir,2500000,2 + 1,110,10,Ara Kat
5642,Satılık Daire,basaksehir,4550000,3 + 1,163,4,Giriş Katı
5643,Satılık Daire,basaksehir,4000000,3 + 1,118,8,5. Kat
5644,Satılık Daire,basaksehir,3150000,6 + 1,200,0,3. Kat
5645,Satılık Daire,basaksehir,1750000,1 + 1,90,3,5. Kat
5646,Satılık Daire,basaksehir,3800000,3 + 1,130,7,Ara Kat
5647,Satılık Daire,basaksehir,1590000,2 + 1,110,0,Bahçe Katı
5648,Satılık Daire,basaksehir,7099000,4 + 1,195,5,4. Kat
5649,Satılık Daire,basaksehir,3250000,2 + 1,125,8,15. Kat
5650,Satılık Daire,basaksehir,2700000,2 + 1,130,18,1. Kat
5651,Satılık Daire,basaksehir,3125000,2 + 1,85,16,7. Kat
5652,Satılık Daire,basaksehir,3710000,2 + 1,127,4,Bahçe Katı
5653,Satılık Daire,basaksehir,1500000,3 + 1,130,0,2. Kat
5654,Satılık Daire,basaksehir,2000000,2 + 1,110,0,2. Kat
5655,Satılık Daire,basaksehir,2600000,2 + 1,100,5,5. Kat
5656,Satılık Daire,basaksehir,2250000,2 + 1,87,23,Yüksek Giriş
5657,Satılık Daire,basaksehir,4000000,3 + 1,127,11,1. Kat
5658,Satılık Daire,basaksehir,3500000,3 + 1,127,4,Yüksek Giriş
5659,Satılık Daire,basaksehir,2190000,3 + 1,130,0,Ara Kat
5660,Satılık Daire,basaksehir,3000000,4 + 1,190,2,3. Kat
5661,Satılık Daire,basaksehir,4500000,3 + 1,190,8,19. Kat
5662,Satılık Daire,basaksehir,2800000,2 + 1,95,4,11. Kat
5663,Satılık Daire,basaksehir,3500000,3 + 1,177,11,1. Kat
5664,Satılık Daire,basaksehir,2399000,3 + 1,130,0,1. Kat
5665,Satılık Residence,basaksehir,2550000,1 + 1,76,1,5. Kat
5666,Satılık Daire,basaksehir,8000000,4 + 1,193,15,Ara Kat
5667,Satılık Daire,basaksehir,2500000,2 + 1,110,2,8. Kat
5668,Satılık Daire,basaksehir,1780000,2 + 1,110,0,2. Kat
5669,Satılık Daire,basaksehir,5575000,3 + 1,183,4,21 ve üzeri
5670,Satılık Daire,basaksehir,2775000,2 + 1,100,5,2. Kat
5671,Satılık Daire,basaksehir,3150000,3 + 1,118,11,2. Kat
5672,Satılık Daire,basaksehir,1700000,2 + 1,100,1,Yüksek Giriş
5673,Satılık Daire,basaksehir,6350000,3 + 1,190,5,2. Kat
5674,Satılık Daire,basaksehir,4975000,3 + 1,138,6,3. Kat
5675,Satılık Daire,basaksehir,1850000,2 + 1,75,21,3. Kat
5676,Satılık Daire,basaksehir,3450000,2 + 1,95,5,1. Kat
5677,Satılık Daire,basaksehir,1349000,2 + 1,105,7,2. Kat
5678,Satılık Residence,basaksehir,4650000,2 + 1,97,0,10. Kat
5679,Satılık Daire,basaksehir,2400000,1 + 1,77,4,Bahçe Katı
5680,Satılık Daire,basaksehir,2000000,2 + 1,100,20,Giriş Katı
5681,Satılık Daire,basaksehir,3190000,3 + 1,145,0,Ara Kat
5682,Satılık Daire,basaksehir,1500000,2 + 1,140,0,Yüksek Giriş
5683,Satılık Daire,basaksehir,6000000,3 + 1,184,5,5. Kat
5684,Satılık Daire,basaksehir,3050000,2 + 1,87,11,10. Kat
5685,Satılık Daire,basaksehir,2350000,2 + 1,100,5,2. Kat
5686,Satılık Daire,basaksehir,3300000,2 + 1,90,11,7. Kat
5687,Satılık Daire,basaksehir,1800000,2 + 1,100,3,2. Kat
5688,Satılık Daire,basaksehir,2900000,3 + 1,101,21,Giriş Katı
5689,Satılık Daire,basaksehir,3500000,2 + 1,120,5,8. Kat
5690,Satılık Daire,basaksehir,7625000,3 + 1,180,5,3. Kat
5691,Satılık Daire,basaksehir,7800000,3 + 1,200,5,2. Kat
5692,Satılık Daire,basaksehir,1625000,1 + 1,70,6,3. Kat
5693,Satılık Daire,basaksehir,4350000,3 + 1,130,4,4. Kat
5694,Satılık Daire,basaksehir,4750000,3 + 1,130,5,1. Kat
5695,Satılık Daire,basaksehir,5350000,2 + 1,124,2,14. Kat
5696,Satılık Daire,basaksehir,1500000,2 + 1,101,1,1. Kat
5697,Satılık Daire,basaksehir,5200000,4 + 1,180,20,Yüksek Giriş
5698,Satılık Daire,basaksehir,2150000,2 + 1,84,21,1. Kat
5699,Satılık Daire,basaksehir,3650000,1 + 1,75,11,5. Kat
5700,Satılık Daire,basaksehir,2550000,3 + 1,115,11,Kot 1
5701,Satılık Daire,basaksehir,3450000,2 + 1,108,5,7. Kat
5702,Satılık Daire,basaksehir,2850000,2 + 1,127,8,Ara Kat
5703,Satılık Daire,basaksehir,5250000,4 + 1,200,5,21 ve üzeri
5704,Satılık Daire,basaksehir,3960000,2 + 1,140,10,Giriş Katı
5705,Satılık Daire,basaksehir,3275000,1 + 1,86,5,9. Kat
5706,Satılık Daire,basaksehir,4100000,3 + 1,149,23,Yüksek Giriş
5707,Satılık Daire,basaksehir,3500000,3 + 1,150,25,1. Kat
5708,Satılık Daire,basaksehir,5700000,3 + 1,150,11,3. Kat
5709,Satılık Daire,basaksehir,998000,2 + 1,100,3,Bahçe Katı
5710,Satılık Daire,basaksehir,2850000,2 + 1,130,16,2. Kat
5711,Satılık Daire,basaksehir,4750000,3 + 1,130,6,1. Kat
5712,Satılık Daire,basaksehir,3250000,2 + 1,84,10,7. Kat
5713,Satılık Daire,basaksehir,5149999,2 + 1,126,8,16. Kat
5714,Satılık Daire,basaksehir,5600000,3 + 1,175,7,5. Kat
5715,Satılık Daire,basaksehir,7800000,3 + 1,200,5,2. Kat
5716,Satılık Daire,basaksehir,2400000,2 + 1,85,5,12. Kat
5717,Satılık Daire,basaksehir,2750000,2 + 1,101,5,21 ve üzeri
5718,Satılık Daire,basaksehir,5800000,3 + 1,180,25,5. Kat
5719,Satılık Daire,basaksehir,5230000,4 + 1,154,1,13. Kat
5720,Satılık Daire,basaksehir,8935000,3 + 1,180,5,7. Kat
5721,Satılık Daire,basaksehir,4850000,3 + 1,192,22,5. Kat
5722,Satılık Daire,basaksehir,7500000,3 + 1,184,2,1. Kat
5723,Satılık Daire,basaksehir,2100000,1 + 1,60,10,13. Kat
5724,Satılık Daire,basaksehir,3900000,4 + 1,175,12,8. Kat
5725,Satılık Daire,basaksehir,3250000,4 + 2,210,0,En Üst Kat
5726,Satılık Daire,basaksehir,2000000,2 + 1,100,11,6. Kat
5727,Satılık Daire,basaksehir,3600000,3 + 1,130,6,3. Kat
5728,Satılık Daire,basaksehir,5659330,4 + 1,203,0,7. Kat
5729,Satılık Daire,basaksehir,3950000,3 + 1,130,20,2. Kat
5730,Satılık Daire,basaksehir,5650000,3 + 1,150,14,2. Kat
5731,Satılık Daire,basaksehir,3675000,3 + 1,130,15,Ara Kat
5732,Satılık Daire,basaksehir,1530000,2 + 1,80,8,Yüksek Giriş
5733,Satılık Daire,basaksehir,4220000,3 + 1,122,5,7. Kat
5734,Satılık Daire,basaksehir,2998000,3 + 1,155,16,Yüksek Giriş
5735,Satılık Daire,basaksehir,3000000,2 + 1,87,15,3. Kat
5736,Satılık Daire,basaksehir,2000000,2 + 1,68,21,3. Kat
5737,Satılık Daire,basaksehir,6900000,3 + 1,180,15,14. Kat
5738,Satılık Daire,basaksehir,3225000,2 + 1,126,4,4. Kat
5739,Satılık Daire,basaksehir,1599000,2 + 1,110,0,2. Kat
5740,Satılık Daire,basaksehir,2250000,2 + 1,84,22,4. Kat
5741,Satılık Daire,basaksehir,1700000,2 + 1,110,2,Ara Kat
5742,Satılık Daire,basaksehir,5190000,2 + 1,126,4,Ara Kat
5743,Satılık Daire,basaksehir,4100000,3 + 1,137,7,4. Kat
5744,Satılık Daire,basaksehir,2850000,1 + 1,100,4,Ara Kat
5745,Satılık Daire,basaksehir,4850000,4 + 1,204,25,1. Kat
5746,Satılık Daire,basaksehir,3800000,2 + 1,160,1,9. Kat
5747,Satılık Daire,basaksehir,8350000,3 + 1,197,5,6. Kat
5748,Satılık Daire,basaksehir,3750000,3 + 1,130,17,8. Kat
5749,Satılık Daire,basaksehir,2050000,1 + 1,70,6,Ara Kat
5750,Satılık Daire,basaksehir,750000,1 + 1,95,0,9. Kat
5751,Satılık Daire,basaksehir,2199000,2 + 1,140,20,10. Kat
5752,Satılık Daire,basaksehir,950000,1 + 1,65,3,Kot 1
5753,Satılık Daire,basaksehir,6700000,3 + 1,113,0,Ara Kat
5754,Satılık Daire,basaksehir,5250000,3 + 1,168,1,3. Kat
5755,Satılık Daire,basaksehir,3150000,2 + 1,90,11,6. Kat
5756,Satılık Daire,basaksehir,2200000,2 + 1,85,10,Ara Kat
5757,Satılık Daire,basaksehir,3300000,3 + 1,140,1,Ara Kat
5758,Satılık Daire,basaksehir,3050000,3 + 1,123,21,Yüksek Giriş
5759,Satılık Daire,basaksehir,5837934,4 + 1,210,0,4. Kat
5760,Satılık Daire,basaksehir,2950000,2 + 1,126,4,17. Kat
5761,Satılık Daire,basaksehir,7499900,3 + 1,174,4,3. Kat
5762,Satılık Daire,basaksehir,1700000,2 + 1,75,5,Kot 1
5763,Satılık Daire,basaksehir,3250000,2 + 1,105,4,2. Kat
5764,Satılık Daire,basaksehir,1742500,2 + 1,100,0,Ara Kat
5765,Satılık Daire,basaksehir,5600000,3 + 3,156,12,Giriş Katı
5766,Satılık Daire,basaksehir,2350000,2 + 1,85,5,5. Kat
5767,Satılık Daire,basaksehir,2750000,2 + 1,95,5,13. Kat
5768,Satılık Daire,basaksehir,2659000,2 + 1,105,0,10. Kat
5769,Satılık Daire,basaksehir,950000,1 + 1,95,0,9. Kat
5770,Satılık Daire,basaksehir,3400000,2 + 1,100,7,7. Kat
5771,Satılık Daire,basaksehir,1950000,2 + 1,100,0,3. Kat
5772,Satılık Daire,basaksehir,3750000,3 + 1,120,15,1. Kat
5773,Satılık Daire,basaksehir,2389000,3 + 1,130,0,1. Kat
5774,Satılık Daire,basaksehir,8250000,4 + 1,202,0,3. Kat
5775,Satılık Daire,basaksehir,2650000,3 + 1,155,21,11. Kat
5776,Satılık Daire,basaksehir,3250000,2 + 1,140,1,12. Kat
5777,Satılık Daire,basaksehir,3750000,2 + 1,105,5,4. Kat
5778,Satılık Daire,basaksehir,3550000,3 + 1,150,0,1. Kat
5779,Satılık Daire,basaksehir,3800000,2 + 1,147,10,Ara Kat
5780,Satılık Daire,basaksehir,3000000,3 + 1,118,5,1. Kat
5781,Satılık Daire,basaksehir,7499999,3 + 1,181,8,4. Kat
5782,Satılık Daire,basaksehir,4500000,3 + 1,155,2,13. Kat
5783,Satılık Daire,basaksehir,6300000,2 + 1,100,0,4. Kat
5784,Satılık Daire,basaksehir,5550000,4 + 1,185,3,9. Kat
5785,Satılık Daire,basaksehir,3190000,3 + 1,145,0,3. Kat
5786,Satılık Daire,basaksehir,2890000,2 + 1,87,11,5. Kat
5787,Satılık Daire,basaksehir,2380000,1 + 1,70,5,21 ve üzeri
5788,Satılık Daire,basaksehir,4350000,3 + 1,155,15,Ara Kat
5789,Satılık Daire,basaksehir,5200000,4 + 1,170,4,4. Kat
5790,Satılık Daire,basaksehir,3300000,2 + 1,130,1,Bahçe Katı
5791,Satılık Daire,basaksehir,2190000,3 + 1,130,0,1. Kat
5792,Satılık Daire,basaksehir,6000000,3 + 1,170,10,10. Kat
5793,Satılık Daire,basaksehir,2850000,3 + 1,118,10,Yüksek Giriş
5794,Satılık Daire,basaksehir,5300000,3 + 1,144,5,7. Kat
5795,Satılık Daire,basaksehir,2150000,1 + 1,66,8,5. Kat
5796,Satılık Daire,basaksehir,7949000,4 + 1,194,10,8. Kat
5797,Satılık Daire,basaksehir,4950000,2 + 1,98,0,10. Kat
5798,Satılık Daire,basaksehir,1999000,2 + 1,100,0,5. Kat
5799,Satılık Daire,basaksehir,2350000,2 + 1,135,11,Giriş Katı
5800,Satılık Daire,basaksehir,2200000,2 + 1,75,10,En Üst Kat
5801,Satılık Daire,basaksehir,6300000,3 + 1,175,7,21 ve üzeri
5802,Satılık Daire,basaksehir,8250000,3 + 1,185,0,1. Kat
5803,Satılık Daire,basaksehir,4500000,2 + 1,105,4,Ara Kat
5804,Satılık Daire,basaksehir,2100000,1 + 1,77,3,20. Kat
5805,Satılık Daire,basaksehir,4325000,3 + 1,147,1,8. Kat
5806,Satılık Daire,basaksehir,2250000,2 + 1,85,11,8. Kat
5807,Satılık Daire,basaksehir,10000000,4 + 1,203,9,8. Kat
5808,Satılık Daire,basaksehir,5700000,3 + 1,170,10,12. Kat
5809,Satılık Daire,basaksehir,6180000,3 + 1,160,1,Ara Kat
5810,Satılık Daire,basaksehir,1475000,2 + 1,105,4,2. Kat
5811,Satılık Daire,basaksehir,1985000,2 + 1,110,4,8. Kat
5812,Satılık Daire,basaksehir,2900000,3 + 1,160,0,8. Kat
5813,Satılık Daire,basaksehir,1525000,3 + 1,125,0,Bahçe Katı
5814,Satılık Daire,basaksehir,2500000,1 + 1,85,4,3. Kat
5815,Satılık Daire,basaksehir,3950000,2 + 1,120,5,Yüksek Giriş
5816,Satılık Daire,basaksehir,3200000,3 + 1,135,2,Yüksek Giriş
5817,Satılık Daire,basaksehir,2950000,4 + 1,185,0,Çatı Katı
5818,Satılık Daire,basaksehir,2100000,1 + 1,77,3,10. Kat
5819,Satılık Daire,basaksehir,2350000,2 + 1,122,11,18. Kat
5820,Satılık Daire,basaksehir,3950000,2 + 1,136,1,Bahçe Katı
5821,Satılık Daire,basaksehir,4000000,2 + 1,120,3,7. Kat
5822,Satılık Daire,basaksehir,2200000,2 + 1,150,0,Ara Kat
5823,Satılık Daire,basaksehir,3500000,3 + 1,154,11,2. Kat
5824,Satılık Daire,basaksehir,6999999,3 + 1,180,4,14. Kat
5825,Satılık Daire,basaksehir,2350000,2 + 1,85,21,6. Kat
5826,Satılık Daire,basaksehir,5800000,4 + 1,202,27,7. Kat
5827,Satılık Daire,basaksehir,1550000,2 + 1,105,0,Yüksek Giriş
5828,Satılık Daire,basaksehir,3300000,2 + 1,90,14,7. Kat
5829,Satılık Daire,basaksehir,1735000,2 + 1,100,0,Yüksek Giriş
5830,Satılık Daire,basaksehir,4500000,4 + 1,187,2,2. Kat
5831,Satılık Daire,basaksehir,2325000,1 + 1,75,5,16. Kat
5832,Satılık Daire,basaksehir,5200000,4 + 1,175,11,Yüksek Giriş
